FECHA_LOCAL,ROUTE_OWN,VUELO,ORIGEN,DESTINO,TIPO_FLT1,TIPO_OPS,FLOTA,TIPO DE FLOTA,DEMORA_DEP,DEMORA_ARR,CIUDAD DESTINO,FECHA
2022-01-01,AV,8409,BOG,CLO,PAX,Domestico,A320,NB,-5,-11,CALI,2022-01-01
2022-01-01,TA,366,BOG,SAL,PAX,Internacional,A320,NB,65,52,SAN SALVADOR,2022-01-01
2022-01-01,EX,4859,BOG,NVA,PAX,Domestico,AT72,Turbo,-2,-9,NEIVA,2022-01-01
2022-01-01,AV,9536,BOG,BAQ,PAX,Domestico,A320,NB,0,-7,BARRANQUILLA,2022-01-01
2022-01-01,AV,9358,BOG,MDE,CANCEL,Domestico,A320,NB,0,0,MEDELLIN,2022-01-01
2022-01-01,AV,9805,BOG,PEI,CANCEL,Domestico,,,0,0,PEREIRA,2022-01-01
2022-01-01,EX,4850,BOG,MZL,PAX,Domestico,AT72,Turbo,-7,-14,MANIZALES,2022-01-01
2022-01-01,AV,9540,BOG,CTG,PAX,Domestico,A320,NB,-4,-16,CARTAGENA,2022-01-01
2022-01-01,AV,8596,BOG,VUP,PAX,Domestico,A320,NB,-2,-8,VALLEDUPAR,2022-01-01
2022-01-01,EX,4891,BOG,VVC,PAX,Domestico,AT72,Turbo,-1,-13,VILLAVICENCIO,2022-01-01
2022-01-01,AV,8450,BOG,MDE,PAX,Domestico,A320,NB,1,-10,MEDELLIN,2022-01-01
2022-01-01,AV,8583,BOG,PSO,PAX,Domestico,A320,NB,-3,-11,PASTO,2022-01-01
2022-01-01,AV,9545,BOG,CLO,PAX,Domestico,A320,NB,-1,-15,CALI,2022-01-01
2022-01-01,AV,9460,BOG,BGA,PAX,Domestico,A320,NB,2,-6,BUCARAMANGA,2022-01-01
2022-01-01,AV,9320,BOG,CUC,PAX,Domestico,A320,NB,-2,-9,CUCUTA,2022-01-01
2022-01-01,AV,8484,BOG,SMR,PAX,Domestico,A320,NB,-1,-7,SANTA MARTA,2022-01-01
2022-01-01,AV,210,BOG,JFK,PAX,Internacional,A320,NB,-2,-2,NEW YORK,2022-01-01
2022-01-01,2K,8385,BOG,GYE,PAX,Internacional,A320,NB,3,-17,GUAYAQUIL,2022-01-01
2022-01-01,AV,51,BOG,UIO,PAX,Internacional,A320,NB,-1,-4,QUITO,2022-01-01
2022-01-01,AV,128,BOG,PUJ,PAX,Internacional,A319,NB,0,-11,PUNTA CANA,2022-01-01
2022-01-01,AV,8407,BOG,PEI,PAX,Domestico,A320,NB,8,1,PEREIRA,2022-01-01
2022-01-01,2K,8378,BOG,AUA,PAX,Internacional,A320,NB,-1,-4,ARUBA,2022-01-01
2022-01-01,AV,78,BOG,CUR,PAX,Internacional,A319,NB,2,-15,CURACAO,2022-01-01
2022-01-01,AV,256,BOG,BOG,AIRTURN,Internacional,A320,NB,-1,-159,BOGOTA,2022-01-01
2022-01-01,AV,8462,BOG,BAQ,PAX,Domestico,A320,NB,-3,-17,BARRANQUILLA,2022-01-01
2022-01-01,AV,8556,BOG,CTG,PAX,Domestico,A320,NB,-1,-7,CARTAGENA,2022-01-01
2022-01-01,AV,9794,BOG,MTR,PAX,Domestico,A320,NB,4,1,MONTERIA,2022-01-01
2022-01-01,AV,9257,BOG,MDE,PAX,Domestico,A320,NB,-3,-20,MEDELLIN,2022-01-01
2022-01-01,AV,9710,BOG,BGA,PAX,Domestico,A320,NB,-7,-15,BUCARAMANGA,2022-01-01
2022-01-01,AV,28,BOG,MCO,PAX,Internacional,A320,NB,-1,-8,ORLANDO,2022-01-01
2022-01-01,AV,6,BOG,MIA,PAX,Internacional,B788,WB,-1,-15,MIAMI,2022-01-01
2022-01-01,AV,36,BOG,FLL,PAX,Internacional,A320,NB,-1,2,FORT LAUDERDALE,2022-01-01
2022-01-01,EX,4893,BOG,EYP,PAX,Domestico,A320,NB,-13,-21,EL YOPAL,2022-01-01
2022-01-01,AV,72,BOG,MEX,PAX,Internacional,B788,WB,-8,-22,MEXICO CITY,2022-01-01
2022-01-01,AV,194,BOG,SJO,PAX,Internacional,A320,NB,25,14,SAN JOSE,2022-01-01
2022-01-01,AV,9304,BOG,MDE,PAX,Domestico,A320,NB,-6,-18,MEDELLIN,2022-01-01
2022-01-01,AV,8560,BOG,ADZ,PAX,Domestico,A320,NB,-5,-17,SAN ANDRES ISLAND,2022-01-01
2022-01-01,AV,9542,BOG,CTG,PAX,Domestico,A320,NB,8,2,CARTAGENA,2022-01-01
2022-01-01,EX,4829,BOG,CZU,PAX,Domestico,AT72,Turbo,-2,-7,COROZAL,2022-01-01
2022-01-01,AV,9714,BOG,SMR,PAX,Domestico,A320,NB,-7,-12,SANTA MARTA,2022-01-01
2022-01-01,EX,4845,BOG,IBE,PAX,Domestico,A320,NB,0,1,IBAGUE,2022-01-01
2022-01-01,AV,8574,BOG,BAQ,PAX,Domestico,A320,NB,11,0,BARRANQUILLA,2022-01-01
2022-01-01,AV,9486,BOG,LET,PAX,Domestico,A320,NB,-8,-27,LETICIA,2022-01-01
2022-01-01,AV,8465,BOG,CLO,CANCEL,Domestico,,,0,0,CALI,2022-01-01
2022-01-01,AV,9724,BOG,CUC,PAX,Domestico,A320,NB,-5,-11,CUCUTA,2022-01-01
2022-01-01,EX,4807,BOG,FLA,PAX,Domestico,AT72,Turbo,-6,-12,FLORENCIA,2022-01-01
2022-01-01,AV,8511,BOG,PEI,PAX,Domestico,A320,NB,-2,-5,PEREIRA,2022-01-01
2022-01-01,AV,9308,BOG,MDE,PAX,Domestico,A320,NB,-2,-5,MEDELLIN,2022-01-01
2022-01-01,AV,9401,BOG,PSO,PAX,Domestico,A319,NB,8,0,PASTO,2022-01-01
2022-01-01,EX,4879,BOG,PPN,PAX,Domestico,AT72,Turbo,-3,-13,POPAYAN,2022-01-01
2022-01-01,AV,256,BOG,CUN,PAX,Internacional,A320,NB,155,148,CANCUN,2022-01-01
2022-01-01,AV,8424,BOG,BAQ,PAX,Domestico,A320,NB,18,10,BARRANQUILLA,2022-01-01
2022-01-01,AV,8523,BOG,CLO,PAX,Domestico,A320,NB,6,-1,CALI,2022-01-01
2022-01-01,AV,9786,BOG,SMR,PAX,Domestico,A320,NB,-2,-7,SANTA MARTA,2022-01-01
2022-01-01,AV,9832,BOG,MTR,PAX,Domestico,A320,NB,-4,-11,MONTERIA,2022-01-01
2022-01-01,AV,8590,BOG,RCH,PAX,Domestico,A320,NB,-2,-9,RIOHACHA,2022-01-01
2022-01-01,AV,9310,BOG,MDE,PAX,Domestico,A320,NB,8,-7,MEDELLIN,2022-01-01
2022-01-01,AV,8585,BOG,PSO,PAX,Domestico,A320,NB,-1,-8,PASTO,2022-01-01
2022-01-01,AV,9548,BOG,CTG,PAX,Domestico,A320,NB,-5,-12,CARTAGENA,2022-01-01
2022-01-01,AV,9778,BOG,ADZ,PAX,Domestico,A320,NB,-5,-22,SAN ANDRES ISLAND,2022-01-01
2022-01-01,AV,9312,BOG,MDE,PAX,Domestico,A320,NB,-3,-11,MEDELLIN,2022-01-01
2022-01-01,AV,9227,BOG,CLO,PAX,Domestico,A320,NB,-8,-26,CALI,2022-01-01
2022-01-01,AV,8578,BOG,BGA,PAX,Domestico,A320,NB,-2,-14,BUCARAMANGA,2022-01-01
2022-01-01,AV,9764,BOG,SMR,PAX,Domestico,A320,NB,7,-4,SANTA MARTA,2022-01-01
2022-01-01,AV,9454,BOG,CUC,PAX,Domestico,A320,NB,-2,-7,CUCUTA,2022-01-01
2022-01-01,AV,9316,BOG,MDE,PAX,Domestico,A319,NB,-2,-21,MEDELLIN,2022-01-01
2022-01-01,AV,9538,BOG,BAQ,PAX,Domestico,A320,NB,-7,-21,BARRANQUILLA,2022-01-01
2022-01-01,AV,8476,BOG,MTR,PAX,Domestico,A320,NB,-2,-12,MONTERIA,2022-01-01
2022-01-01,AV,258,BOG,SJU,PAX,Internacional,A319,NB,-5,-5,SAN JUAN,2022-01-01
2022-01-01,AV,8515,BOG,PEI,PAX,Domestico,A320,NB,2,11,PEREIRA,2022-01-01
2022-01-01,AV,262,BOG,GUA,PAX,Internacional,A320,NB,-5,-16,GUATEMALA CITY,2022-01-01
2022-01-01,AV,244,BOG,JFK,PAX,Internacional,A319,NB,-4,10,NEW YORK,2022-01-01
2022-01-01,AV,9340,BOG,MDE,PAX,Domestico,A320,NB,-2,-5,MEDELLIN,2022-01-01
2022-01-01,AV,4,BOG,MIA,PAX,Internacional,A320,NB,-2,8,MIAMI,2022-01-01
2022-01-01,AV,9725,BOG,AXM,PAX,Domestico,A320,NB,-7,4,ARMENIA,2022-01-01
2022-01-01,AV,252,BOG,PUJ,PAX,Internacional,A320,NB,0,12,PUNTA CANA,2022-01-01
2022-01-01,AV,9410,BOG,VUP,PAX,Domestico,A320,NB,0,4,VALLEDUPAR,2022-01-01
2022-01-01,AV,264,BOG,CUN,PAX,Internacional,A320,NB,-6,-2,CANCUN,2022-01-01
2022-01-01,AV,84,BOG,LAX,PAX,Internacional,A330,WB,-3,-6,LOS ANGELES,2022-01-01
2022-01-01,AV,9776,BOG,ADZ,PAX,Domestico,A320,NB,-10,-23,SAN ANDRES ISLAND,2022-01-01
2022-01-01,AV,8558,BOG,CTG,PAX,Domestico,A320,NB,1,-7,CARTAGENA,2022-01-01
2022-01-01,AV,9201,BOG,CLO,PAX,Domestico,A320,NB,59,54,CALI,2022-01-01
2022-01-01,EX,4852,BOG,MZL,PAX,Domestico,AT72,Turbo,-5,-18,MANIZALES,2022-01-01
2022-01-01,AV,9472,BOG,BGA,CANCEL,Domestico,,,0,0,BUCARAMANGA,2022-01-01
2022-01-01,AV,22,BOG,MEX,PAX,Internacional,A320,NB,-3,-15,MEXICO CITY,2022-01-01
2022-01-01,AV,9488,BOG,BAQ,PAX,Domestico,A320,NB,-6,-11,BARRANQUILLA,2022-01-01
2022-01-01,AV,9720,BOG,SMR,PAX,Domestico,A320,NB,-8,-11,SANTA MARTA,2022-01-01
2022-01-01,AV,9318,BOG,MDE,PAX,Domestico,A320,NB,6,-9,MEDELLIN,2022-01-01
2022-01-01,AV,9446,BOG,CUC,PAX,Domestico,A320,NB,-5,-1,CUCUTA,2022-01-01
2022-01-01,AV,60,BOG,PTY,PAX,Internacional,A319,NB,-3,-15,PANAMA CITY,2022-01-01
2022-01-01,AV,25,BOG,LIM,PAX,Internacional,A320,NB,42,33,LIMA,2022-01-01
2022-01-01,AV,18,BOG,BCN,PAX,Internacional,B788,WB,2,-30,BARCELONA,2022-01-01
2022-01-01,2K,8373,BOG,UIO,PAX,Internacional,A320,NB,-2,-10,QUITO,2022-01-01
2022-01-01,AV,8503,BOG,PEI,PAX,Domestico,A320,NB,8,-3,PEREIRA,2022-01-01
2022-01-01,AV,8428,BOG,RCH,PAX,Domestico,A320,NB,17,21,RIOHACHA,2022-01-01
2022-01-01,2K,8383,BOG,GYE,PAX,Internacional,A320,NB,-3,-17,GUAYAQUIL,2022-01-01
2022-01-01,AV,8597,BOG,BGA,PAX,Domestico,A320,NB,0,-4,BUCARAMANGA,2022-01-01
2022-01-01,AV,204,BOG,YYZ,PAX,Internacional,A319,NB,1,5,TORONTO,2022-01-01
2022-01-01,AV,9550,BOG,CTG,PAX,Domestico,A320,NB,-3,-2,CARTAGENA,2022-01-01
2022-01-01,AV,9205,BOG,CLO,PAX,Domestico,A320,NB,-2,-9,CALI,2022-01-01
2022-01-01,AV,249,BOG,GRU,PAX,Internacional,A319,NB,-4,-11,SAO PAULO,2022-01-01
2022-01-01,EX,4885,BOG,NVA,PAX,Domestico,A320,NB,0,-6,NEIVA,2022-01-01
2022-01-01,AV,217,BOG,EZE,PAX,Internacional,A320,NB,-1,-15,BUENOS AIRES,2022-01-01
2022-01-01,AV,8468,BOG,PEI,PAX,Domestico,A320,NB,-4,-11,PEREIRA,2022-01-01
2022-01-01,AV,26,BOG,MAD,PAX,Internacional,B788,WB,9,6,MADRID,2022-01-01
2022-01-01,AV,241,BOG,SCL,PAX,Internacional,A319,NB,-2,-9,SANTIAGO,2022-01-01
2022-01-01,AV,9324,BOG,MDE,PAX,Domestico,A320,NB,0,-11,MEDELLIN,2022-01-01
2022-01-01,AV,225,BOG,GIG,PAX,Internacional,A320,NB,5,-21,RIO DE JANEIRO,2022-01-01
2022-01-01,AV,9528,BOG,BAQ,PAX,Domestico,A320,NB,-3,-9,BARRANQUILLA,2022-01-01
2022-01-01,AV,9798,BOG,CTG,PAX,Domestico,A320,NB,-9,-15,CARTAGENA,2022-01-01
2022-01-01,AV,8508,BOG,MTR,PAX,Domestico,A320,NB,-1,-15,MONTERIA,2022-01-01
2022-01-01,AV,9207,BOG,CLO,PAX,Domestico,A320,NB,-5,-12,CALI,2022-01-01
2022-01-01,EX,4849,BOG,IBE,PAX,Domestico,AT72,Turbo,-6,-13,IBAGUE,2022-01-01
2022-01-01,AV,9417,BOG,PEI,PAX,Domestico,A320,NB,-1,1,PEREIRA,2022-01-01
2022-01-01,AV,8576,BOG,VUP,PAX,Domestico,A320,NB,19,18,VALLEDUPAR,2022-01-01
2022-01-01,AV,9223,BOG,CLO,PAX,Domestico,A320,NB,-1,-13,CALI,2022-01-01
2022-01-01,AV,9780,BOG,ADZ,PAX,Domestico,A320,NB,1,-17,SAN ANDRES ISLAND,2022-01-01
2022-01-01,AV,9326,BOG,MDE,PAX,Domestico,A320,NB,-3,-13,MEDELLIN,2022-01-01
2022-01-01,AV,9774,BOG,SMR,PAX,Domestico,A320,NB,18,14,SANTA MARTA,2022-01-01
2022-01-01,AV,9526,BOG,BAQ,PAX,Domestico,A319,NB,-7,-11,BARRANQUILLA,2022-01-01
2022-01-01,AV,9843,BOG,MDE,PAX,Domestico,A319,NB,-9,-22,MEDELLIN,2022-01-01
2022-01-01,AV,9752,BOG,CTG,PAX,Domestico,A320,NB,-1,-12,CARTAGENA,2022-01-01
2022-01-01,AV,8463,BOG,CLO,PAX,Domestico,A320,NB,-7,-16,CALI,2022-01-01
2022-01-01,AV,9452,BOG,CUC,PAX,Domestico,A320,NB,4,-7,CUCUTA,2022-01-01
2022-01-01,AV,9328,BOG,MDE,CANCEL,Domestico,,,0,0,MEDELLIN,2022-01-01
2022-01-01,AV,34,BOG,MEX,PAX,Internacional,A320,NB,-2,-11,MEXICO CITY,2022-01-01
2022-01-01,AV,9546,BOG,CTG,PAX,Domestico,A320,NB,4,6,CARTAGENA,2022-01-01
2022-01-01,AV,9831,BOG,PEI,PAX,Domestico,A320,NB,-3,-3,PEREIRA,2022-01-01
2022-01-01,AV,8486,BOG,SMR,PAX,Domestico,A320,NB,-4,-9,SANTA MARTA,2022-01-01
2022-01-01,AV,9474,BOG,BGA,PAX,Domestico,A320,NB,-6,-11,BUCARAMANGA,2022-01-01
2022-01-01,AV,9512,BOG,BAQ,PAX,Domestico,A320,NB,-12,-20,BARRANQUILLA,2022-01-01
2022-01-01,AV,8548,BOG,CTG,PAX,Domestico,A320,NB,-4,-13,CARTAGENA,2022-01-01
2022-01-01,AV,9215,BOG,CLO,PAX,Domestico,A320,NB,-3,-11,CALI,2022-01-01
2022-01-01,AV,9330,BOG,MDE,PAX,Domestico,A320,NB,0,-13,MEDELLIN,2022-01-01
2022-01-01,AV,8552,BOG,CTG,PAX,Domestico,A320,NB,-8,-16,CARTAGENA,2022-01-01
2022-01-01,AV,8460,BOG,VUP,PAX,Domestico,A320,NB,15,6,VALLEDUPAR,2022-01-01
2022-01-01,AV,8536,BOG,MDE,PAX,Domestico,A320,NB,-3,-16,MEDELLIN,2022-01-01
2022-01-01,AV,8568,BOG,BGA,PAX,Domestico,A320,NB,-7,-14,BUCARAMANGA,2022-01-01
2022-01-01,AV,9762,BOG,SMR,PAX,Domestico,A320,NB,-5,-13,SANTA MARTA,2022-01-01
2022-01-01,AV,9217,BOG,CLO,PAX,Domestico,A320,NB,1,-14,CALI,2022-01-01
2022-01-01,AV,9428,BOG,CUC,PAX,Domestico,A320,NB,-3,-10,CUCUTA,2022-01-01
2022-01-01,AV,8505,BOG,PEI,PAX,Domestico,A320,NB,-1,-6,PEREIRA,2022-01-01
2022-01-01,AV,9532,BOG,BAQ,PAX,Domestico,A320,NB,-3,-14,BARRANQUILLA,2022-01-01
2022-01-01,AV,9219,BOG,CLO,PAX,Domestico,A320,NB,-8,-18,CALI,2022-01-01
2022-01-01,AV,246,BOG,IAD,PAX,Internacional,A319,NB,-3,14,WASHINGTON,2022-01-01
2022-01-01,2K,8382,BOG,VVI,PAX,Internacional,A320,NB,2,-11,SANTA CRUZ,2022-01-01
2022-01-01,AV,9558,BOG,MDE,PAX,Domestico,A320,NB,3,-3,MEDELLIN,2022-01-01
2022-01-01,AV,8550,BOG,CTG,PAX,Domestico,A320,NB,-9,-17,CARTAGENA,2022-01-01
2022-01-01,AV,87,BOG,EZE,PAX,Internacional,A320,NB,-3,-34,BUENOS AIRES,2022-01-01
2022-01-01,AV,9743,BOG,CLO,PAX,Domestico,A320,NB,-5,-17,CALI,2022-01-01
2022-01-01,AV,97,BOG,SCL,PAX,Internacional,A319,NB,-3,-20,SANTIAGO,2022-01-01
2022-01-01,AV,9845,BOG,AXM,PAX,Domestico,A320,NB,-1,-13,ARMENIA,2022-01-01
2022-01-01,AV,213,BOG,ASU,PAX,Internacional,A319,NB,-6,-16,ASUNCION,2022-01-01
2022-01-01,AV,239,BOG,LPB,PAX,Internacional,A320,NB,-3,-19,LA PAZ,2022-01-01
2022-01-01,AV,9466,BOG,BGA,PAX,Domestico,A320,NB,-11,-21,BUCARAMANGA,2022-01-01
2022-01-01,AV,85,BOG,GRU,PAX,Internacional,A320,NB,-2,-52,SAO PAULO,2022-01-01
2022-01-01,AV,9221,BOG,CLO,PAX,Domestico,A320,NB,-7,-20,CALI,2022-01-01
2022-01-01,AV,9817,BOG,PEI,PAX,Domestico,A320,NB,-8,-15,PEREIRA,2022-01-01
2022-01-01,AV,9754,BOG,CTG,PAX,Domestico,A320,NB,-4,-10,CARTAGENA,2022-01-01
2022-01-01,AV,9338,BOG,MDE,PAX,Domestico,A320,NB,-11,-27,MEDELLIN,2022-01-01
2022-01-01,AV,20,BOG,JFK,PAX,Internacional,A319,NB,-4,-25,NEW YORK,2022-01-01
2022-01-01,AV,9756,BOG,CTG,PAX,Domestico,A320,NB,-11,-26,CARTAGENA,2022-01-01
2022-01-01,2K,8377,BOG,UIO,PAX,Internacional,A320,NB,4,-4,QUITO,2022-01-01
2022-01-01,AV,123,BOG,GYE,PAX,Internacional,A320,NB,13,-4,GUAYAQUIL,2022-01-01
2022-01-01,AV,8,BOG,MIA,PAX,Internacional,A320,NB,-1,-11,MIAMI,2022-01-01
2022-01-01,AV,8404,BOG,MDE,PAX,Domestico,A320,NB,-2,-15,MEDELLIN,2022-01-01
2022-01-01,AV,46,BOG,MAD,PAX,Internacional,A330,WB,7,-50,MADRID,2022-01-01
2022-01-02,TA,366,BOG,SAL,PAX,Internacional,A320,NB,2,-3,SAN SALVADOR,2022-01-02
2022-01-02,AV,8434,BOG,MDE,PAX,Domestico,A320,NB,0,-2,MEDELLIN,2022-01-02
2022-01-02,AV,8586,BOG,EJA,PAX,Domestico,A319,NB,-6,-19,BARRANCABERMEJA,2022-01-02
2022-01-02,AV,8506,BOG,MTR,PAX,Domestico,A320,NB,-2,-6,MONTERIA,2022-01-02
2022-01-02,AV,8411,BOG,CLO,CANCEL,Domestico,,,0,0,CALI,2022-01-02
2022-01-02,AV,8572,BOG,BGA,PAX,Domestico,A320,NB,-2,-4,BUCARAMANGA,2022-01-02
2022-01-02,AV,9536,BOG,BAQ,PAX,Domestico,A320,NB,-4,-4,BARRANQUILLA,2022-01-02
2022-01-02,AV,9358,BOG,MDE,PAX,Domestico,A320,NB,-5,-5,MEDELLIN,2022-01-02
2022-01-02,AV,9805,BOG,PEI,PAX,Domestico,A319,NB,-3,12,PEREIRA,2022-01-02
2022-01-02,AV,9540,BOG,CTG,PAX,Domestico,A320,NB,-10,-11,CARTAGENA,2022-01-02
2022-01-02,AV,8596,BOG,VUP,PAX,Domestico,A320,NB,-8,-11,VALLEDUPAR,2022-01-02
2022-01-02,EX,4850,BOG,MZL,PAX,Domestico,AT72,Turbo,1,-8,MANIZALES,2022-01-02
2022-01-02,EX,4891,BOG,VVC,PAX,Domestico,AT72,Turbo,-6,-16,VILLAVICENCIO,2022-01-02
2022-01-02,AV,8450,BOG,MDE,PAX,Domestico,A320,NB,-5,-7,MEDELLIN,2022-01-02
2022-01-02,AV,9545,BOG,CLO,PAX,Domestico,A320,NB,-8,-17,CALI,2022-01-02
2022-01-02,AV,9460,BOG,BGA,PAX,Domestico,A320,NB,-2,-11,BUCARAMANGA,2022-01-02
2022-01-02,AV,9320,BOG,CUC,PAX,Domestico,A320,NB,-1,-3,CUCUTA,2022-01-02
2022-01-02,AV,8484,BOG,SMR,PAX,Domestico,A320,NB,-1,-8,SANTA MARTA,2022-01-02
2022-01-02,AV,210,BOG,JFK,PAX,Internacional,A319,NB,-3,-6,NEW YORK,2022-01-02
2022-01-02,2K,8385,BOG,GYE,PAX,Internacional,A320,NB,-2,-21,GUAYAQUIL,2022-01-02
2022-01-02,AV,8407,BOG,PEI,PAX,Domestico,A320,NB,0,-4,PEREIRA,2022-01-02
2022-01-02,2K,8375,BOG,UIO,PAX,Internacional,A320,NB,-3,-18,QUITO,2022-01-02
2022-01-02,AV,128,BOG,PUJ,PAX,Internacional,A319,NB,-3,0,PUNTA CANA,2022-01-02
2022-01-02,AV,208,BOG,SDQ,PAX,Internacional,A320,NB,1,-12,SANTO DOMINGO,2022-01-02
2022-01-02,AV,8462,BOG,BAQ,PAX,Domestico,A320,NB,-9,-18,BARRANQUILLA,2022-01-02
2022-01-02,AV,8556,BOG,CTG,PAX,Domestico,A320,NB,-7,-16,CARTAGENA,2022-01-02
2022-01-02,AV,8583,BOG,PSO,PAX,Domestico,A320,NB,50,37,PASTO,2022-01-02
2022-01-02,AV,9794,BOG,MTR,PAX,Domestico,A320,NB,-4,-16,MONTERIA,2022-01-02
2022-01-02,AV,256,BOG,CUN,PAX,Internacional,A320,NB,4,18,CANCUN,2022-01-02
2022-01-02,AV,194,BOG,SJO,PAX,Internacional,A320,NB,-14,-18,SAN JOSE,2022-01-02
2022-01-02,AV,9257,BOG,MDE,PAX,Domestico,A320,NB,-5,-8,MEDELLIN,2022-01-02
2022-01-02,AV,9710,BOG,BGA,PAX,Domestico,A320,NB,-4,-6,BUCARAMANGA,2022-01-02
2022-01-02,AV,36,BOG,FLL,PAX,Internacional,A319,NB,-8,9,FORT LAUDERDALE,2022-01-02
2022-01-02,AV,28,BOG,MCO,PAX,Internacional,A320,NB,0,8,ORLANDO,2022-01-02
2022-01-02,AV,6,BOG,MIA,PAX,Internacional,B788,WB,2,24,MIAMI,2022-01-02
2022-01-02,EX,4893,BOG,EYP,PAX,Domestico,A320,NB,-12,-18,EL YOPAL,2022-01-02
2022-01-02,AV,72,BOG,MEX,PAX,Internacional,B788,WB,2,4,MEXICO CITY,2022-01-02
2022-01-02,AV,58,BOG,PTY,PAX,Internacional,A319,NB,0,12,PANAMA CITY,2022-01-02
2022-01-02,AV,9542,BOG,CTG,PAX,Domestico,A320,NB,-5,-6,CARTAGENA,2022-01-02
2022-01-02,AV,9304,BOG,MDE,PAX,Domestico,A320,NB,3,4,MEDELLIN,2022-01-02
2022-01-02,AV,8560,BOG,ADZ,PAX,Domestico,A320,NB,-6,-9,SAN ANDRES ISLAND,2022-01-02
2022-01-02,AV,8574,BOG,BAQ,PAX,Domestico,A320,NB,-9,-16,BARRANQUILLA,2022-01-02
2022-01-02,EX,4829,BOG,CZU,PAX,Domestico,AT72,Turbo,-1,-6,COROZAL,2022-01-02
2022-01-02,EX,4845,BOG,IBE,PAX,Domestico,A319,NB,-5,-14,IBAGUE,2022-01-02
2022-01-02,AV,9714,BOG,SMR,PAX,Domestico,A320,NB,-4,-4,SANTA MARTA,2022-01-02
2022-01-02,AV,282,BOG,BGI,CHARTER,Internacional,A320,NB,-4,8,BRIDGETOWN,2022-01-02
2022-01-02,AV,8465,BOG,CLO,PAX,Domestico,A320,NB,-8,-15,CALI,2022-01-02
2022-01-02,AV,9486,BOG,LET,PAX,Domestico,A320,NB,-1,-21,LETICIA,2022-01-02
2022-01-02,AV,8511,BOG,PEI,PAX,Domestico,A320,NB,-5,-1,PEREIRA,2022-01-02
2022-01-02,AV,9401,BOG,PSO,PAX,Domestico,A319,NB,-2,-2,PASTO,2022-01-02
2022-01-02,AV,9308,BOG,MDE,PAX,Domestico,A320,NB,-5,-3,MEDELLIN,2022-01-02
2022-01-02,AV,9724,BOG,CUC,CANCEL,Domestico,,,0,0,CUCUTA,2022-01-02
2022-01-02,EX,4807,BOG,FLA,PAX,Domestico,AT72,Turbo,-1,9,FLORENCIA,2022-01-02
2022-01-02,EX,4879,BOG,PPN,PAX,Domestico,AT72,Turbo,-6,-6,POPAYAN,2022-01-02
2022-01-02,AV,8424,BOG,BAQ,PAX,Domestico,A320,NB,-8,-17,BARRANQUILLA,2022-01-02
2022-01-02,AV,8523,BOG,CLO,PAX,Domestico,A320,NB,-4,-11,CALI,2022-01-02
2022-01-02,AV,9786,BOG,SMR,PAX,Domestico,A320,NB,-7,-11,SANTA MARTA,2022-01-02
2022-01-02,AV,9310,BOG,MDE,PAX,Domestico,A320,NB,-9,-14,MEDELLIN,2022-01-02
2022-01-02,AV,9832,BOG,MTR,PAX,Domestico,A320,NB,-2,-10,MONTERIA,2022-01-02
2022-01-02,AV,8590,BOG,RCH,PAX,Domestico,A320,NB,-1,-12,RIOHACHA,2022-01-02
2022-01-02,AV,68,BOG,CUN,PAX,Internacional,A320,NB,-6,-18,CANCUN,2022-01-02
2022-01-02,AV,8585,BOG,PSO,PAX,Domestico,A320,NB,-5,-8,PASTO,2022-01-02
2022-01-02,AV,9548,BOG,CTG,PAX,Domestico,A320,NB,-6,-11,CARTAGENA,2022-01-02
2022-01-02,AV,9778,BOG,ADZ,PAX,Domestico,A320,NB,-7,-16,SAN ANDRES ISLAND,2022-01-02
2022-01-02,AV,9312,BOG,MDE,PAX,Domestico,A320,NB,-2,-7,MEDELLIN,2022-01-02
2022-01-02,AV,8578,BOG,BGA,PAX,Domestico,A320,NB,-4,-15,BUCARAMANGA,2022-01-02
2022-01-02,AV,9227,BOG,CLO,PAX,Domestico,A320,NB,-2,-1,CALI,2022-01-02
2022-01-02,AV,9764,BOG,SMR,PAX,Domestico,A320,NB,2,-6,SANTA MARTA,2022-01-02
2022-01-02,AV,9316,BOG,MDE,PAX,Domestico,A320,NB,-6,-15,MEDELLIN,2022-01-02
2022-01-02,AV,9454,BOG,CUC,PAX,Domestico,A320,NB,0,-9,CUCUTA,2022-01-02
2022-01-02,AV,9538,BOG,BAQ,PAX,Domestico,A320,NB,-6,-15,BARRANQUILLA,2022-01-02
2022-01-02,AV,8476,BOG,MTR,PAX,Domestico,A319,NB,-3,-13,MONTERIA,2022-01-02
2022-01-02,AV,8515,BOG,PEI,PAX,Domestico,A320,NB,-3,-6,PEREIRA,2022-01-02
2022-01-02,AV,9201,BOG,CLO,CANCEL,Domestico,,,0,0,CALI,2022-01-02
2022-01-02,AV,9340,BOG,MDE,PAX,Domestico,A320,NB,-5,1,MEDELLIN,2022-01-02
2022-01-02,AV,92,BOG,CUR,PAX,Internacional,A319,NB,-5,-20,CURACAO,2022-01-02
2022-01-02,AV,262,BOG,GUA,PAX,Internacional,A319,NB,-2,-12,GUATEMALA CITY,2022-01-02
2022-01-02,AV,4,BOG,MIA,PAX,Internacional,A320,NB,-2,1,MIAMI,2022-01-02
2022-01-02,AV,244,BOG,JFK,PAX,Internacional,A320,NB,-2,-14,NEW YORK,2022-01-02
