FECHA_LOCAL,ROUTE_OWN,VUELO,ORIGEN,DESTINO,TIPO_FLT1,TIPO_OPS,FLOTA,TIPO DE FLOTA,DEMORA_DEP,DEMORA_ARR,CIUDAD DESTINO,FECHA
2022-01-11,AV,9794,BOG,MTR,PAX,Domestico,A320,NB,-6,-4,MONTERIA,2022-01-11
2022-01-11,AV,8462,BOG,BAQ,PAX,Domestico,A320,NB,-1,0,BARRANQUILLA,2022-01-11
2022-01-11,AV,194,BOG,SJO,PAX,Internacional,A319,NB,-6,-4,SAN JOSE,2022-01-11
2022-01-11,AV,9710,BOG,BGA,PAX,Domestico,A320,NB,-5,-1,BUCARAMANGA,2022-01-11
2022-01-11,AV,28,BOG,MCO,PAX,Internacional,A320,NB,-4,-13,ORLANDO,2022-01-11
2022-01-11,AV,9257,BOG,MDE,PAX,Domestico,A320,NB,3,1,MEDELLIN,2022-01-11
2022-01-11,AV,6,BOG,MIA,PAX,Internacional,B788,WB,-2,-6,MIAMI,2022-01-11
2022-01-11,EX,4893,BOG,EYP,PAX,Domestico,A320,NB,-6,-9,EL YOPAL,2022-01-11
2022-01-11,AV,72,BOG,MEX,PAX,Internacional,B788,WB,-3,0,MEXICO CITY,2022-01-11
2022-01-11,AV,9304,BOG,MDE,PAX,Domestico,A320,NB,-7,-14,MEDELLIN,2022-01-11
2022-01-11,AV,36,BOG,FLL,PAX,Internacional,A319,NB,40,49,FORT LAUDERDALE,2022-01-11
2022-01-11,AV,8560,BOG,ADZ,PAX,Domestico,A320,NB,-11,-26,SAN ANDRES ISLAND,2022-01-11
2022-01-11,AV,9542,BOG,CTG,PAX,Domestico,A320,NB,-4,-13,CARTAGENA,2022-01-11
2022-01-11,AV,8574,BOG,BAQ,PAX,Domestico,A320,NB,-4,-15,BARRANQUILLA,2022-01-11
2022-01-11,EX,4845,BOG,IBE,PAX,Domestico,A320,NB,-7,-15,IBAGUE,2022-01-11
2022-01-11,AV,9714,BOG,SMR,PAX,Domestico,A320,NB,-3,-9,SANTA MARTA,2022-01-11
2022-01-11,AV,9486,BOG,LET,PAX,Domestico,A320,NB,4,-17,LETICIA,2022-01-11
2022-01-11,AV,8465,BOG,CLO,CANCEL,Domestico,A320,NB,0,0,CALI,2022-01-11
2022-01-11,AV,9401,BOG,PSO,PAX,Domestico,A320,NB,-4,-2,PASTO,2022-01-11
2022-01-11,AV,8511,BOG,PEI,CANCEL,Domestico,A320,NB,0,0,PEREIRA,2022-01-11
2022-01-11,EX,4807,BOG,FLA,PAX,Domestico,AT72,Turbo,0,4,FLORENCIA,2022-01-11
2022-01-11,AV,9308,BOG,MDE,PAX,Domestico,A320,NB,-3,6,MEDELLIN,2022-01-11
2022-01-11,AV,9724,BOG,CUC,PAX,Domestico,A320,NB,11,11,CUCUTA,2022-01-11
2022-01-11,EX,4879,BOG,PPN,PAX,Domestico,A319,NB,-8,-7,POPAYAN,2022-01-11
2022-01-11,EX,4829,BOG,CZU,PAX,Domestico,AT72,Turbo,52,47,COROZAL,2022-01-11
2022-01-11,AV,8424,BOG,BAQ,CANCEL,Domestico,A320,NB,0,0,BARRANQUILLA,2022-01-11
2022-01-11,AV,8523,BOG,CLO,PAX,Domestico,A320,NB,-8,-16,CALI,2022-01-11
2022-01-11,AV,9786,BOG,SMR,PAX,Domestico,A320,NB,0,-10,SANTA MARTA,2022-01-11
2022-01-11,AV,9310,BOG,MDE,PAX,Domestico,A320,NB,-1,-15,MEDELLIN,2022-01-11
2022-01-11,AV,8590,BOG,RCH,PAX,Domestico,A320,NB,-4,0,RIOHACHA,2022-01-11
2022-01-11,AV,9832,BOG,MTR,PAX,Domestico,A320,NB,-2,-7,MONTERIA,2022-01-11
2022-01-11,AV,8585,BOG,PSO,PAX,Domestico,A320,NB,-3,-14,PASTO,2022-01-11
2022-01-11,AV,9312,BOG,MDE,PAX,Domestico,A320,NB,-10,-22,MEDELLIN,2022-01-11
2022-01-11,AV,9548,BOG,CTG,CANCEL,Domestico,A320,NB,0,0,CARTAGENA,2022-01-11
2022-01-11,AV,9778,BOG,ADZ,PAX,Domestico,A320,NB,-5,-3,SAN ANDRES ISLAND,2022-01-11
2022-01-11,AV,8578,BOG,BGA,PAX,Domestico,A320,NB,-1,-8,BUCARAMANGA,2022-01-11
2022-01-11,AV,9227,BOG,CLO,PAX,Domestico,A320,NB,-3,-8,CALI,2022-01-11
2022-01-11,AV,9764,BOG,SMR,PAX,Domestico,A320,NB,-8,-22,SANTA MARTA,2022-01-11
2022-01-11,AV,9316,BOG,MDE,PAX,Domestico,A320,NB,0,-10,MEDELLIN,2022-01-11
2022-01-11,AV,9454,BOG,CUC,PAX,Domestico,A320,NB,6,-3,CUCUTA,2022-01-11
2022-01-11,AV,9538,BOG,BAQ,PAX,Domestico,A320,NB,-7,-19,BARRANQUILLA,2022-01-11
2022-01-11,AV,8476,BOG,MTR,CANCEL,Domestico,A320,NB,0,0,MONTERIA,2022-01-11
2022-01-11,AV,8515,BOG,PEI,PAX,Domestico,A320,NB,-3,-14,PEREIRA,2022-01-11
2022-01-11,AV,9201,BOG,CLO,CANCEL,Domestico,A320,NB,0,0,CALI,2022-01-11
2022-01-11,AV,258,BOG,SJU,PAX,Internacional,A320,NB,-1,-15,SAN JUAN,2022-01-11
2022-01-11,AV,4,BOG,MIA,PAX,Internacional,A320,NB,-2,-13,MIAMI,2022-01-11
2022-01-11,AV,9340,BOG,MDE,PAX,Domestico,A320,NB,-1,-10,MEDELLIN,2022-01-11
2022-01-11,AV,244,BOG,JFK,PAX,Internacional,A320,NB,-1,-13,NEW YORK,2022-01-11
2022-01-11,AV,262,BOG,GUA,PAX,Internacional,A319,NB,7,18,GUATEMALA CITY,2022-01-11
2022-01-11,AV,250,BOG,SDQ,PAX,Internacional,A320,NB,-9,-23,SANTO DOMINGO,2022-01-11
2022-01-11,AV,9410,BOG,VUP,PAX,Domestico,A320,NB,-8,-2,VALLEDUPAR,2022-01-11
2022-01-11,AV,252,BOG,PUJ,PAX,Internacional,A320,NB,-3,-7,PUNTA CANA,2022-01-11
2022-01-11,AV,9725,BOG,AXM,PAX,Domestico,A320,NB,9,-4,ARMENIA,2022-01-11
2022-01-11,AV,264,BOG,CUN,PAX,Internacional,A320,NB,-11,-29,CANCUN,2022-01-11
2022-01-11,AV,8558,BOG,CTG,PAX,Domestico,A320,NB,1,0,CARTAGENA,2022-01-11
2022-01-11,AV,9776,BOG,ADZ,PAX,Domestico,A320,NB,-2,-16,SAN ANDRES ISLAND,2022-01-11
2022-01-11,AV,84,BOG,LAX,PAX,Internacional,A330,WB,15,9,LOS ANGELES,2022-01-11
2022-01-11,AV,9472,BOG,BGA,PAX,Domestico,A320,NB,-1,3,BUCARAMANGA,2022-01-11
2022-01-11,AV,22,BOG,MEX,PAX,Internacional,A320,NB,-7,-13,MEXICO CITY,2022-01-11
2022-01-11,AV,25,BOG,LIM,PAX,Internacional,A319,NB,-1,8,LIMA,2022-01-11
2022-01-11,AV,9488,BOG,BAQ,PAX,Domestico,A320,NB,-6,-8,BARRANQUILLA,2022-01-11
2022-01-11,EX,4852,BOG,MZL,PAX,Domestico,AT72,Turbo,14,9,MANIZALES,2022-01-11
2022-01-11,AV,9318,BOG,MDE,PAX,Domestico,A320,NB,0,-9,MEDELLIN,2022-01-11
2022-01-11,AV,9720,BOG,SMR,PAX,Domestico,A320,NB,-6,-9,SANTA MARTA,2022-01-11
2022-01-11,AV,9446,BOG,CUC,PAX,Domestico,A320,NB,-3,-2,CUCUTA,2022-01-11
2022-01-11,AV,60,BOG,PTY,PAX,Internacional,A319,NB,-3,-6,PANAMA CITY,2022-01-11
2022-01-11,AV,8428,BOG,RCH,PAX,Domestico,A320,NB,-7,-5,RIOHACHA,2022-01-11
2022-01-11,AV,18,BOG,BCN,PAX,Internacional,B788,WB,-4,-9,BARCELONA,2022-01-11
2022-01-11,AV,8503,BOG,PEI,PAX,Domestico,A320,NB,0,-8,PEREIRA,2022-01-11
2022-01-11,2K,8383,BOG,GYE,PAX,Internacional,A320,NB,5,1,GUAYAQUIL,2022-01-11
2022-01-11,AV,204,BOG,YYZ,PAX,Internacional,A319,NB,-5,-5,TORONTO,2022-01-11
2022-01-11,AV,8597,BOG,BGA,PAX,Domestico,A320,NB,-2,-12,BUCARAMANGA,2022-01-11
2022-01-11,2K,8373,BOG,UIO,PAX,Internacional,A320,NB,14,3,QUITO,2022-01-11
2022-01-11,EX,4885,BOG,NVA,PAX,Domestico,AT72,Turbo,-7,-8,NEIVA,2022-01-11
2022-01-11,AV,9550,BOG,CTG,PAX,Domestico,A320,NB,1,-3,CARTAGENA,2022-01-11
2022-01-11,AV,249,BOG,GRU,PAX,Internacional,A319,NB,-7,-29,SAO PAULO,2022-01-11
2022-01-11,AV,9205,BOG,CLO,PAX,Domestico,A320,NB,2,-1,CALI,2022-01-11
2022-01-11,AV,217,BOG,EZE,PAX,Internacional,A320,NB,-2,-3,BUENOS AIRES,2022-01-11
2022-01-11,AV,8468,BOG,PEI,PAX,Domestico,A320,NB,-4,-1,PEREIRA,2022-01-11
2022-01-11,AV,26,BOG,MAD,PAX,Internacional,B788,WB,3,-12,MADRID,2022-01-11
2022-01-11,AV,8576,BOG,VUP,PAX,Domestico,A320,NB,0,-8,VALLEDUPAR,2022-01-11
2022-01-11,AV,241,BOG,SCL,PAX,Internacional,A319,NB,-4,-30,SANTIAGO,2022-01-11
2022-01-11,AV,9324,BOG,MDE,PAX,Domestico,A320,NB,2,7,MEDELLIN,2022-01-11
2022-01-11,AV,9528,BOG,BAQ,PAX,Domestico,A320,NB,1,-10,BARRANQUILLA,2022-01-11
2022-01-11,AV,8508,BOG,MTR,PAX,Domestico,A320,NB,-7,-11,MONTERIA,2022-01-11
2022-01-11,AV,9798,BOG,CTG,PAX,Domestico,A320,NB,-2,-8,CARTAGENA,2022-01-11
2022-01-11,AV,9207,BOG,CLO,PAX,Domestico,A320,NB,4,-10,CALI,2022-01-11
2022-01-11,EX,4849,BOG,IBE,PAX,Domestico,AT72,Turbo,-5,-13,IBAGUE,2022-01-11
2022-01-11,AV,9417,BOG,PEI,PAX,Domestico,A320,NB,-8,-12,PEREIRA,2022-01-11
2022-01-11,AV,9223,BOG,CLO,PAX,Domestico,A320,NB,-3,-17,CALI,2022-01-11
2022-01-11,AV,9774,BOG,SMR,PAX,Domestico,A320,NB,-7,-14,SANTA MARTA,2022-01-11
2022-01-11,AV,9526,BOG,BAQ,PAX,Domestico,A320,NB,-6,-18,BARRANQUILLA,2022-01-11
2022-01-11,AV,9326,BOG,MDE,CANCEL,Domestico,A320,NB,0,0,MEDELLIN,2022-01-11
2022-01-11,AV,9780,BOG,ADZ,PAX,Domestico,A320,NB,28,18,SAN ANDRES ISLAND,2022-01-11
2022-01-11,AV,9843,BOG,MDE,PAX,Domestico,A320,NB,1,-10,MEDELLIN,2022-01-11
2022-01-11,AV,9752,BOG,CTG,PAX,Domestico,A320,NB,14,5,CARTAGENA,2022-01-11
2022-01-11,AV,8463,BOG,CLO,PAX,Domestico,A320,NB,-1,2,CALI,2022-01-11
2022-01-11,AV,9328,BOG,MDE,PAX,Domestico,A320,NB,-3,-16,MEDELLIN,2022-01-11
2022-01-11,AV,9546,BOG,CTG,PAX,Domestico,A320,NB,-6,-11,CARTAGENA,2022-01-11
2022-01-11,AV,9452,BOG,CUC,PAX,Domestico,A320,NB,10,2,CUCUTA,2022-01-11
2022-01-11,AV,34,BOG,MEX,PAX,Internacional,A320,NB,-4,-6,MEXICO CITY,2022-01-11
2022-01-11,AV,9831,BOG,PEI,PAX,Domestico,A320,NB,-3,-10,PEREIRA,2022-01-11
2022-01-11,AV,9474,BOG,BGA,PAX,Domestico,A320,NB,-7,-14,BUCARAMANGA,2022-01-11
2022-01-11,AV,9512,BOG,BAQ,PAX,Domestico,A320,NB,-5,-17,BARRANQUILLA,2022-01-11
2022-01-11,AV,8486,BOG,SMR,PAX,Domestico,A320,NB,17,9,SANTA MARTA,2022-01-11
2022-01-11,AV,8548,BOG,CTG,PAX,Domestico,A320,NB,-1,-9,CARTAGENA,2022-01-11
2022-01-11,AV,9215,BOG,CLO,PAX,Domestico,A320,NB,3,-10,CALI,2022-01-11
2022-01-11,AV,8460,BOG,VUP,PAX,Domestico,A320,NB,-6,-14,VALLEDUPAR,2022-01-11
2022-01-11,AV,8552,BOG,CTG,PAX,Domestico,A320,NB,-4,-11,CARTAGENA,2022-01-11
2022-01-11,AV,9330,BOG,MDE,PAX,Domestico,A320,NB,21,13,MEDELLIN,2022-01-11
2022-01-11,AV,8536,BOG,MDE,PAX,Domestico,A320,NB,-6,-5,MEDELLIN,2022-01-11
2022-01-11,AV,8568,BOG,BGA,PAX,Domestico,A320,NB,1,-8,BUCARAMANGA,2022-01-11
2022-01-11,AV,9762,BOG,SMR,PAX,Domestico,A320,NB,-4,-15,SANTA MARTA,2022-01-11
2022-01-11,AV,9428,BOG,CUC,PAX,Domestico,A320,NB,-5,-12,CUCUTA,2022-01-11
2022-01-11,AV,8505,BOG,PEI,PAX,Domestico,A320,NB,0,-9,PEREIRA,2022-01-11
2022-01-11,AV,9532,BOG,BAQ,PAX,Domestico,A320,NB,-3,-15,BARRANQUILLA,2022-01-11
2022-01-11,AV,9217,BOG,CLO,PAX,Domestico,A320,NB,20,19,CALI,2022-01-11
2022-01-11,AV,9219,BOG,CLO,PAX,Domestico,A320,NB,-7,-17,CALI,2022-01-11
2022-01-11,AV,246,BOG,IAD,PAX,Internacional,A319,NB,-10,-7,WASHINGTON,2022-01-11
2022-01-11,AV,9558,BOG,MDE,PAX,Domestico,A320,NB,-7,-9,MEDELLIN,2022-01-11
2022-01-11,AV,8550,BOG,CTG,PAX,Domestico,A320,NB,-5,-18,CARTAGENA,2022-01-11
2022-01-11,AV,87,BOG,EZE,PAX,Internacional,A320,NB,0,-16,BUENOS AIRES,2022-01-11
2022-01-11,AV,97,BOG,SCL,PAX,Internacional,A319,NB,-9,-31,SANTIAGO,2022-01-11
2022-01-11,AV,9845,BOG,AXM,PAX,Domestico,A320,NB,-6,-14,ARMENIA,2022-01-11
2022-01-11,AV,213,BOG,ASU,PAX,Internacional,A319,NB,-4,-16,ASUNCION,2022-01-11
2022-01-11,AV,85,BOG,GRU,PAX,Internacional,A320,NB,-3,-30,SAO PAULO,2022-01-11
2022-01-11,AV,261,BOG,GIG,PAX,Internacional,A320,NB,-2,-27,RIO DE JANEIRO,2022-01-11
2022-01-11,AV,9466,BOG,BGA,PAX,Domestico,A320,NB,-5,-12,BUCARAMANGA,2022-01-11
2022-01-11,AV,9221,BOG,CLO,PAX,Domestico,A320,NB,-2,-13,CALI,2022-01-11
2022-01-11,AV,9817,BOG,PEI,PAX,Domestico,A320,NB,-7,-22,PEREIRA,2022-01-11
2022-01-11,AV,9754,BOG,CTG,PAX,Domestico,A320,NB,-9,-15,CARTAGENA,2022-01-11
2022-01-11,AV,9338,BOG,MDE,PAX,Domestico,A320,NB,-4,-12,MEDELLIN,2022-01-11
2022-01-11,2K,8377,BOG,UIO,PAX,Internacional,A320,NB,-8,-26,QUITO,2022-01-11
2022-01-11,AV,9756,BOG,CTG,PAX,Domestico,A320,NB,-19,-30,CARTAGENA,2022-01-11
2022-01-11,AV,123,BOG,GYE,CANCEL,Internacional,A320,NB,0,0,GUAYAQUIL,2022-01-11
2022-01-11,AV,20,BOG,JFK,PAX,Internacional,A320,NB,-1,-21,NEW YORK,2022-01-11
2022-01-11,AV,8,BOG,MIA,PAX,Internacional,A319,NB,-2,-13,MIAMI,2022-01-11
2022-01-11,AV,46,BOG,MAD,PAX,Internacional,A330,WB,14,-35,MADRID,2022-01-11
2022-01-12,AV,64,BOG,SAL,PAX,Internacional,A320,NB,9,14,SAN SALVADOR,2022-01-12
2022-01-12,AV,8434,BOG,MDE,PAX,Domestico,A320,NB,11,12,MEDELLIN,2022-01-12
2022-01-12,AV,8409,BOG,CLO,PAX,Domestico,A320,NB,15,21,CALI,2022-01-12
2022-01-12,AV,8586,BOG,EJA,PAX,Domestico,A320,NB,-8,-4,BARRANCABERMEJA,2022-01-12
2022-01-12,AV,9291,BOG,AXM,PAX,Domestico,A320,NB,-5,-10,ARMENIA,2022-01-12
2022-01-12,EX,4859,BOG,NVA,PAX,Domestico,AT72,Turbo,-2,5,NEIVA,2022-01-12
2022-01-12,AV,8411,BOG,CLO,PAX,Domestico,A320,NB,-3,-7,CALI,2022-01-12
2022-01-12,AV,8506,BOG,MTR,CANCEL,Domestico,A320,NB,0,0,MONTERIA,2022-01-12
2022-01-12,AV,9358,BOG,MDE,PAX,Domestico,A320,NB,-2,-2,MEDELLIN,2022-01-12
2022-01-12,AV,9805,BOG,PEI,PAX,Domestico,A319,NB,-2,10,PEREIRA,2022-01-12
2022-01-12,AV,9540,BOG,CTG,PAX,Domestico,A320,NB,-16,-6,CARTAGENA,2022-01-12
2022-01-12,AV,8572,BOG,BGA,PAX,Domestico,A320,NB,11,8,BUCARAMANGA,2022-01-12
2022-01-12,AV,9536,BOG,BAQ,PAX,Domestico,A320,NB,17,9,BARRANQUILLA,2022-01-12
2022-01-12,EX,4850,BOG,MZL,PAX,Domestico,AT72,Turbo,-6,0,MANIZALES,2022-01-12
2022-01-12,AV,8596,BOG,VUP,PAX,Domestico,A320,NB,-2,-11,VALLEDUPAR,2022-01-12
2022-01-12,AV,8450,BOG,MDE,PAX,Domestico,A320,NB,-6,-11,MEDELLIN,2022-01-12
2022-01-12,EX,4891,BOG,VVC,PAX,Domestico,AT72,Turbo,-6,-8,VILLAVICENCIO,2022-01-12
2022-01-12,AV,8583,BOG,PSO,PAX,Domestico,A320,NB,7,-10,PASTO,2022-01-12
2022-01-12,AV,9460,BOG,BGA,PAX,Domestico,A320,NB,-2,27,BUCARAMANGA,2022-01-12
2022-01-12,AV,8484,BOG,SMR,PAX,Domestico,A320,NB,-4,7,SANTA MARTA,2022-01-12
2022-01-12,AV,128,BOG,PUJ,PAX,Internacional,A319,NB,-14,-15,PUNTA CANA,2022-01-12
2022-01-12,2K,8385,BOG,GYE,PAX,Internacional,A320,NB,-8,-20,GUAYAQUIL,2022-01-12
2022-01-12,AV,8407,BOG,PEI,PAX,Domestico,A320,NB,-5,-15,PEREIRA,2022-01-12
2022-01-12,AV,9320,BOG,CUC,CANCEL,Domestico,A320,NB,0,0,CUCUTA,2022-01-12
2022-01-12,AV,210,BOG,JFK,PAX,Internacional,A320,NB,-3,6,NEW YORK,2022-01-12
2022-01-12,AV,51,BOG,UIO,CANCEL,Internacional,A320,NB,0,0,QUITO,2022-01-12
2022-01-12,AV,208,BOG,SDQ,PAX,Internacional,A319,NB,-6,-17,SANTO DOMINGO,2022-01-12
2022-01-12,AV,256,BOG,CUN,PAX,Internacional,A320,NB,-8,2,CANCUN,2022-01-12
2022-01-12,AV,8556,BOG,CTG,PAX,Domestico,A320,NB,-5,-10,CARTAGENA,2022-01-12
2022-01-12,AV,9794,BOG,MTR,PAX,Domestico,A320,NB,-4,-10,MONTERIA,2022-01-12
2022-01-12,AV,8462,BOG,BAQ,PAX,Domestico,A320,NB,-4,-8,BARRANQUILLA,2022-01-12
2022-01-12,AV,9257,BOG,MDE,PAX,Domestico,A320,NB,-3,-11,MEDELLIN,2022-01-12
2022-01-12,AV,28,BOG,MCO,PAX,Internacional,A320,NB,-8,-7,ORLANDO,2022-01-12
2022-01-12,AV,9710,BOG,BGA,PAX,Domestico,A320,NB,-6,-12,BUCARAMANGA,2022-01-12
2022-01-12,AV,36,BOG,FLL,PAX,Internacional,A319,NB,-6,-3,FORT LAUDERDALE,2022-01-12
2022-01-12,AV,194,BOG,SJO,CANCEL,Internacional,A320,NB,0,0,SAN JOSE,2022-01-12
2022-01-12,AV,6,BOG,MIA,PAX,Internacional,B788,WB,1,-20,MIAMI,2022-01-12
2022-01-12,EX,4893,BOG,EYP,PAX,Domestico,A320,NB,-8,0,EL YOPAL,2022-01-12
2022-01-12,AV,72,BOG,MEX,PAX,Internacional,B788,WB,-4,4,MEXICO CITY,2022-01-12
2022-01-12,AV,9545,BOG,CLO,PAX,Domestico,A320,NB,97,94,CALI,2022-01-12
2022-01-12,2K,8380,BOG,PTY,PAX,Internacional,A320,NB,-2,8,PANAMA CITY,2022-01-12
2022-01-12,AV,9304,BOG,MDE,PAX,Domestico,A320,NB,-4,-3,MEDELLIN,2022-01-12
2022-01-12,AV,9542,BOG,CTG,PAX,Domestico,A320,NB,-5,-11,CARTAGENA,2022-01-12
2022-01-12,AV,8560,BOG,ADZ,PAX,Domestico,A320,NB,-3,-6,SAN ANDRES ISLAND,2022-01-12
2022-01-12,AV,8574,BOG,BAQ,PAX,Domestico,A320,NB,-6,-15,BARRANQUILLA,2022-01-12
2022-01-12,EX,4829,BOG,CZU,PAX,Domestico,AT72,Turbo,0,-1,COROZAL,2022-01-12
2022-01-12,AV,9714,BOG,SMR,PAX,Domestico,A320,NB,-3,-3,SANTA MARTA,2022-01-12
2022-01-12,EX,4845,BOG,IBE,PAX,Domestico,A320,NB,0,-7,IBAGUE,2022-01-12
2022-01-12,AV,8465,BOG,CLO,PAX,Domestico,A320,NB,0,-12,CALI,2022-01-12
2022-01-12,AV,8511,BOG,PEI,PAX,Domestico,A320,NB,-5,-6,PEREIRA,2022-01-12
2022-01-12,AV,9401,BOG,PSO,PAX,Domestico,A319,NB,-4,-1,PASTO,2022-01-12
2022-01-12,AV,9308,BOG,MDE,PAX,Domestico,A320,NB,-6,-1,MEDELLIN,2022-01-12
2022-01-12,EX,4807,BOG,FLA,PAX,Domestico,AT72,Turbo,-1,6,FLORENCIA,2022-01-12
2022-01-12,AV,9486,BOG,LET,PAX,Domestico,A320,NB,12,8,LETICIA,2022-01-12
2022-01-12,AV,9724,BOG,CUC,PAX,Domestico,A320,NB,14,3,CUCUTA,2022-01-12
2022-01-12,EX,4879,BOG,PPN,PAX,Domestico,AT72,Turbo,-6,-8,POPAYAN,2022-01-12
2022-01-12,AV,8424,BOG,BAQ,CANCEL,Domestico,A320,NB,0,0,BARRANQUILLA,2022-01-12
2022-01-12,AV,9786,BOG,SMR,PAX,Domestico,A320,NB,-11,-22,SANTA MARTA,2022-01-12
2022-01-12,AV,8523,BOG,CLO,CANCEL,Domestico,A320,NB,0,0,CALI,2022-01-12
2022-01-12,AV,9310,BOG,MDE,PAX,Domestico,A320,NB,-5,-14,MEDELLIN,2022-01-12
2022-01-12,AV,9832,BOG,MTR,PAX,Domestico,A320,NB,-2,-7,MONTERIA,2022-01-12
2022-01-12,AV,68,BOG,CUN,PAX,Internacional,A320,NB,-5,-13,CANCUN,2022-01-12
2022-01-12,AV,8585,BOG,PSO,PAX,Domestico,A320,NB,-4,-11,PASTO,2022-01-12
2022-01-12,AV,8590,BOG,RCH,PAX,Domestico,A320,NB,15,8,RIOHACHA,2022-01-12
2022-01-12,AV,9548,BOG,CTG,PAX,Domestico,A320,NB,-3,-16,CARTAGENA,2022-01-12
2022-01-12,AV,9312,BOG,MDE,PAX,Domestico,A320,NB,-1,-8,MEDELLIN,2022-01-12
2022-01-12,AV,9778,BOG,ADZ,PAX,Domestico,A320,NB,-1,-12,SAN ANDRES ISLAND,2022-01-12
2022-01-12,AV,8578,BOG,BGA,PAX,Domestico,A320,NB,-9,-16,BUCARAMANGA,2022-01-12
2022-01-12,AV,9227,BOG,CLO,PAX,Domestico,A320,NB,-6,-9,CALI,2022-01-12
2022-01-12,AV,9764,BOG,SMR,PAX,Domestico,A320,NB,-8,-13,SANTA MARTA,2022-01-12
2022-01-12,AV,9316,BOG,MDE,PAX,Domestico,A320,NB,-5,-14,MEDELLIN,2022-01-12
2022-01-12,AV,9454,BOG,CUC,PAX,Domestico,A320,NB,1,-11,CUCUTA,2022-01-12
2022-01-12,AV,9538,BOG,BAQ,PAX,Domestico,A320,NB,0,-7,BARRANQUILLA,2022-01-12
2022-01-12,AV,258,BOG,SJU,PAX,Internacional,A319,NB,-12,-37,SAN JUAN,2022-01-12
2022-01-12,AV,8476,BOG,MTR,CANCEL,Domestico,A320,NB,0,0,MONTERIA,2022-01-12
2022-01-12,AV,8515,BOG,PEI,PAX,Domestico,A320,NB,-3,-3,PEREIRA,2022-01-12
2022-01-12,AV,9201,BOG,CLO,PAX,Domestico,A320,NB,-5,-21,CALI,2022-01-12
2022-01-12,AV,4,BOG,MIA,PAX,Internacional,A320,NB,-7,-4,MIAMI,2022-01-12
2022-01-12,AV,244,BOG,JFK,PAX,Internacional,A320,NB,-4,-3,NEW YORK,2022-01-12
2022-01-12,AV,252,BOG,PUJ,PAX,Internacional,A320,NB,-9,-36,PUNTA CANA,2022-01-12
2022-01-12,AV,9725,BOG,AXM,PAX,Domestico,A320,NB,-3,-8,ARMENIA,2022-01-12
2022-01-12,AV,9410,BOG,VUP,PAX,Domestico,A320,NB,-4,-11,VALLEDUPAR,2022-01-12
2022-01-12,AV,9340,BOG,MDE,PAX,Domestico,A320,NB,19,11,MEDELLIN,2022-01-12
2022-01-12,AV,264,BOG,CUN,PAX,Internacional,A320,NB,-1,-13,CANCUN,2022-01-12
2022-01-12,AV,8558,BOG,CTG,PAX,Domestico,A320,NB,-5,-16,CARTAGENA,2022-01-12
2022-01-12,AV,9776,BOG,ADZ,PAX,Domestico,A320,NB,0,-13,SAN ANDRES ISLAND,2022-01-12
2022-01-12,AV,9472,BOG,BGA,PAX,Domestico,A320,NB,-4,-16,BUCARAMANGA,2022-01-12
2022-01-12,AV,84,BOG,LAX,PAX,Internacional,A330,WB,16,15,LOS ANGELES,2022-01-12
2022-01-12,EX,4818,BOG,EJA,PAX,Domestico,AT72,Turbo,-4,-2,BARRANCABERMEJA,2022-01-12
2022-01-12,AV,25,BOG,LIM,PAX,Internacional,A319,NB,-11,-2,LIMA,2022-01-12
2022-01-12,EX,4852,BOG,MZL,PAX,Domestico,AT72,Turbo,-2,-18,MANIZALES,2022-01-12
2022-01-12,LR,697,BOG,SJO,EXTRA,Internacional,A319,NB,-10,-14,SAN JOSE,2022-01-12
2022-01-12,AV,9488,BOG,BAQ,PAX,Domestico,A320,NB,-9,-14,BARRANQUILLA,2022-01-12
2022-01-12,AV,22,BOG,MEX,PAX,Internacional,A320,NB,0,10,MEXICO CITY,2022-01-12
2022-01-12,AV,9318,BOG,MDE,CANCEL,Domestico,A320,NB,0,0,MEDELLIN,2022-01-12
2022-01-12,AV,9720,BOG,SMR,PAX,Domestico,A320,NB,-7,-15,SANTA MARTA,2022-01-12
2022-01-12,AV,196,BOG,SJO,PAX,Internacional,A319,NB,-2,8,SAN JOSE,2022-01-12
2022-01-12,AV,90,BOG,AUA,PAX,Internacional,A320,NB,-1,-11,ARUBA,2022-01-12
2022-01-12,AV,9446,BOG,CUC,PAX,Domestico,A320,NB,2,1,CUCUTA,2022-01-12
2022-01-12,AV,8428,BOG,RCH,PAX,Domestico,A320,NB,2,-5,RIOHACHA,2022-01-12
2022-01-12,AV,18,BOG,BCN,PAX,Internacional,B788,WB,1,-23,BARCELONA,2022-01-12
2022-01-12,AV,8503,BOG,PEI,CANCEL,Domestico,A320,NB,0,0,PEREIRA,2022-01-12
2022-01-12,2K,8383,BOG,GYE,PAX,Internacional,A320,NB,-6,-2,GUAYAQUIL,2022-01-12
2022-01-12,2K,8373,BOG,UIO,PAX,Internacional,A320,NB,0,-7,QUITO,2022-01-12
2022-01-12,AV,9550,BOG,CTG,PAX,Domestico,A320,NB,-8,-12,CARTAGENA,2022-01-12
2022-01-12,AV,8597,BOG,BGA,PAX,Domestico,A320,NB,-1,4,BUCARAMANGA,2022-01-12
2022-01-12,AV,9205,BOG,CLO,PAX,Domestico,A320,NB,-6,-5,CALI,2022-01-12
